X,Y,SlipRateID,FaultID,FaultName,State,SiteName,DataType,Observn,PrefRate,LowRate,HighRate,RateUnct,RateType,ReptReint,OffType,AgeType,NumEvents,RateAge,QbinMin,QbinMax,x2014dip,x2014rake,x2014rate,Reference,AppB
-117.484771103,40.5803418437,SR-0526,1206,Pleasant Valley (China Mountain),NV,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,50,-90,0.13,QFFD,no
-117.720744987,40.1804911835,SR-0527,1208,Pleasant Valley (Sou Hills),NV,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,50,-90,0.13,QFFD,no
-117.531384072,40.4830504321,SR-0528,1209,Pleasant Valley (Tobin),NV,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,50,-90,0.13,QFFD,no
-117.625049235,40.3142721215,SR-0529,1207,Pleasant Valley (Pearce),NV,approx centroid,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,50,-90,0.13,dePolo (1998) thesis,no
-119.297272601,39.6884857439,SR-0530,1094,Pyramid Lake,NV,Site B (near Dodge Flat),slip rate study,39 +/- 4 m offset of post-Lahontan (~15.5 ka) geomorphic features,2.6,2.3,2.9,unknown (2sigma ages),projected (strike-slip),reported,offset canyons and ridges at a site,regional age correlation,4 post-Lahontan events recorded along fault but are not used in rate calculation,15.5,1,5,90,180,2,Briggs and Wesnousky (2004) JGR,no
-119.403215871,39.8147610878,SR-0531,1094,Pyramid Lake,NV,Site 3,slip rate study,"ridge crest offset 15 +/- 10 m since 10.8-15.5 ka; reported min rate = 1.0 +/- 0.6 mm/yr, reported max rate = 1.4 +/- 0.9 mm/yr",1.14,0.4,2.3,unknown,projected (lateral),reinterpreted (low = minimum of reported minimun rate; high = maximum of reported maxmimum rate; pref = 15m/13.15 ka (average of ages)),displaced ridge crest,regional Lake Lahontan shorelines,unknown,10.8 - 15.5,1,5,90,180,2,"Angster et al., (2016) BSSA)",no
-119.385413614,39.7939785886,SR-0532,1094,Pyramid Lake,NV,Site 5,slip rate study,"21 +/- 8 m offset of ridge crest since 10.8-15.5 ka; reported min rate = 1.4 +/- 0.5mm/yr, reported max rate = 1.9 +/- 0.7 mm/yr",1.6,0.9,2.6,unknown,projected (right-lateral),reinterpreted (low = minimum of min reported; high= maximum of max reported; pref = 21m/13.15ka (average of ages)),ridge crest displacement,regional Lake Lahontan levels,unknown,10.8-15.5,1,5,90,180,2,"Angster et al., (2016) BSSA",no
-115.542849748,38.4418029344,SR-0533,1095,Railroad Valley,NV,dePolo and Anderson location,dePolo and Anderson calibration rate,unknown,0.07,0.02,0.11,unknown,unprojected (vertical),reported,unknown,unknown,unknown,30-130,0,0.2,50,-90,0.09,dePolo and Anderson (2000) Basin Research,no
-118.539914874,39.3929106254,SR-0534,1096,Rainbow Mountain,NV,North and South trenches,slip rate study,3 events (including 1954) total 3 m of vertical displacement since 14.6-17.8 ka,0.19,0.17,0.21,unknown,unprojected (vertical),reported (pref = 3 m/16.2 ka (average),offset trench strata,radiocarbon,"3, but rate is calculated through origin",14.6-17.8,0,0.2,90,180,0.2,Caskey et al (2004) BSSA,no
-118.392991274,38.3370988067,SR-0535,1097,Rattlesnake Flat,NV,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,90,0,0.1,QFFD,no
-115.215147927,41.0217513926,SR-0536,1098,Ruby Mountains (north),NV,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,50,-90,0.37,QFFD,no
-115.50206926,40.6861950011,SR-0537,1099,Ruby Mountains (south),NV,dePolo and Anderson location,dePolo and Anderson calibration rate,unknown,0.28,0.1,0.55,unknown,unprojected (vertical),reported,unknown,unknown,uknown,30,0,0.2,50,-90,0.37,dePolo and Anderson (2000),no
-115.305286634,40.811309099,SR-0538,1213,Ruby Mountains (center),NV,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,50,-90,0.37,QFFD,no
-115.441264085,40.3771138786,SR-0539,1100,Ruby Valley,NV,approx centroid,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,50,-90,0.13,dePolo (1998) thesis,no
-118.334932461,39.3301242239,SR-0540,1101,Sand Springs Range,NV,approx GZ canyon site,slip rate study,vertical separation of 6m in Qfm deposits dated at 13.3 ka,0.45,0.45,0.82,unknown,unprojected (vertical),reported pref (low = 6m/7.3 ka; high = 6m/13.3 ka),colluvial wedge thickness/trench strata vertical displacement,radiocarbon,3,7.3-13.3,0.2,1,50,-90,0.2,"Bell et al., (2004) BSSA",no
-119.407353521,40.3197684771,SR-0541,1102,San Emidio,NV,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,50,-90,0.26,QFFD,no
-114.545298116,39.4899682913,SR-0542,1103,Schell Creek Range,NV,"Profile 5,6,7",slip rate study,scarp heights ranging from 3.6-3.85 m tall estimated to be 30-35 ka,0.11,0.1,0.13,unknown,unprojected (vertical),reinterpreted (low = 3.6m/35 ka; high = 3.85 m/30 ka; pref (averages) = 3.7 m/32.3 ka),scarp heights,scarp morphology/diffusion estimates,2?,30-35,0,0.2,50,-90,0.1,Koehler and Wesnousky (2011) Geosphere,no
-119.288574211,40.4205825935,SR-0543,1104,Selenite Range,NV,approx centroid,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,50,-90,0.13,dePolo (1998) thesis,no
-118.754097503,40.4569517232,SR-0544,1105,Seven Troughs Range,NV,approx centroid,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,50,-90,0.13,dePolo (1998) thesis,no
-115.169968943,36.9680096746,SR-0545,1106,Sheep Basin,NV,dePolo and Anderson location,dePolo and Anderson calibration rate,unknown,0.044,0.026,0.12,unknown,unprojected (vertical),reported,unknown,unknown,unknown,130,0,0.2,50,-90,0.06,dePolo and Anderson (2000) Basin Research,no
-116.594583204,40.8181979163,SR-0546,1226,Sheep Creek Range (southeast),NV,approx centroid,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,50,-90,0.13,dePolo (1998) thesis,no
-116.911566961,40.4534402998,SR-0547,1108,Shoshone Range,NV,approx centroid,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,50,-90,0.13,dePolo (1998) thesis,no
-116.571966662,39.9405284987,SR-0548,1109,Simpson Park Mountains,NV,Profile 1,slip rate study,1.7 m tall scarps observed with est age of 6.5 ka,0.26,0.2,1,unknown,unprojected (vertical),reinterpreted (pref = 1.7 m/6.5 ka),scarp height,scarp morphology/diffusion age estimate,1(?),6.5,0.2,1,50,-90,0.29,Koehler and Wesnousky (2011) Geosphere,no
-116.584949649,39.8481458918,SR-0549,1109,Simpson Park Mountains,NV,Profile 2,slip rate study,4.2 m vertical displacement since 9 ka,0.47,0.2,1,unknown,unprojected (vertical),reinterpreted (pref = 4.2 m/9ka),scarp height,scarp morphology/difusion analysis,unlisted,1(?),0.2,1,50,-90,0.29,Koehler and Wesnousky (2011) Geosphere,no
-119.206037139,38.897934517,SR-0550,1110,Singatse Range,NV,approx centroid,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,50,-90,0.13,dePolo (1998) thesis,no
-119.434727548,38.8692614312,SR-0551,1111,Smith Valley (north),NV,dePolo and Anderson location,dePolo and Anderson calibration rate,unknown,0.51,0.42,0.64,unknown,unprojected (vertical),reported,unknown,unknown,unknown,15,0.2,1,50,-90,0.25,dePolo and Anderson (2000) Basin Research,no
-117.500789456,38.9262836776,SR-0552,1112,Southwest Reese River Valley,NV,approx centroid,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,50,-90,0.13,dePolo (1998) thesis,no
-119.627118666,39.6134571867,SR-0553,1113,Spanish Springs Peak,NV,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,90,0,0.1,QFFD,no
-119.729363766,39.6310674962,SR-0554,1114,Spanish Springs Valley,NV,Profile 1,slip rate study,10.3 +/- 0.4 m vertical separation in late middle to late Pleistocene alluvial fan estimated to be 50-175 ka,0.092,0.057,0.21,unknown,unprojected (vertical),reinterpreted (low = 1.4 m/175 ka; high = 2.2 m/50 ka; pref = 1.8 m/112.5 ka),vertical separation of alluvial fan,relative/regional correlation,unlisted,50 - 175,0,0.2,50,-90,0.13,Koehler (2019) Geomorphology,no
-114.860503033,40.617989346,SR-0556,1115,Spruce Mountain Ridge,NV,approx centroid,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,50,-90,0.13,dePolo (1998) thesis,no
-118.948428206,40.5447992182,SR-0557,1116,The Lava Beds (east),NV,approx centroid,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,50,-90,0.13,dePolo (1998) thesis,no
-117.173804939,39.0890195043,SR-0558,1117,Toiyabe Range,NV,dePolo and Anderson location,dePolo and Anderson calibration rate,unknown,0.22,0.047,0.59,unknown,unprojected (vertical),reported,unknown,unknown,unknown,25-130,0.2,1,50,-90,0.08,dePolo and Anderson (2000) Basin Research,no
-117.032740553,39.3312582039,SR-0559,1117,Toiyabe Range,NV,Tar Creek,slip rate study,cumulative vertical separation for past 2 events at 1.8 m in late middel to late Pleistocene (assume 100 ka based on 2014 source param comment,0.018,0,0.2,unknown,unprojected,reported,reinterpreted (1.8 m/100 ka (assumed age; see 2014source param page),relative/assumed,2,100,0.2,1,50,-90,0.08,Koehler and Wesnousky (2011) Geosphere,no
-118.39695967,38.2108916531,SR-0560,1118,Teels Marsh (unnamed),NV,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,90,0,0.1,QFFD,no
-119.99277114,40.0661907341,SR-0561,1119,Warm Springs Valley,NV,Fort Sage alluvial fan,slip rate study,98 +42/-43 m offset of Fort Sage alluvial fan bracketed by min and max depo ages 41.4 +10/-4.8 to 55.7 +/- 9.2 ka; slip rate reported in original study as 1.8 (+0.8 / -0.8) mm/yr to 2.4 (+1.2 / -1.1) mm/yr (2 sigma),2.1,1,3.6,95% CI (2 sigma on slip rate reported by authors),projected (strike-slip),reinterpreted (low = lower bound of lower range (1 mm/yr; high = upper bound of upper range (3.6 mm/yr) pref = average of prefered values of range ((1.8 mm/yr + 2.4 mm/yr)/2);,lateral offset of alluvial fan,10Be and 36Cl,unknown,41.4 +10/-4.8 - 55.7 +/- 9.2,1,5,90,180,0.5,"Gold et al., (2013) BSSA",no
-118.880757043,39.015101343,SR-0562,1120,Wassuk Range,NV,Fig4B,slip rate study,12.3-14.3 m (mean = 13.9 m) vertical displacement of shorelines postdating Lake Lohontan,0.9,0.76,0.97,unknown,unprojected (vertical),reinterpreted (pref = reported) (low = 12.3 m/16.195 kyBP; high =14.3 m/14.755 ka),vertical displacement of shorelines,relative/regional correlation,unlisted,15.5 +/- 0.7,0.2,1,50,-90,0.7,"Dong et al., (2014) Geosphere",no
-118.778677644,38.8139378498,SR-0563,1120,Wassuk Range,NV,Penrod Canyon,slip rate study,vertical separations in alluvial fan dated at 112.9 +/- 12.5 ka ranging from 30-41 m,0.33,0.24,0.41,unknown (2sigma age uncertainty),unprojected (vertical),reinterpreted (low = 30m/125.4 ka; high = 41m/100.4 ka; pref = 37.5m (average)/112.9 ka),vertical separations in alluvial fan,CRN (10Be & 26Al),2 along southern portion of fault; event ages do not factor into this rate,112.9 +/- 12.5,0.2,1,50,-90,0.7,"Bormann et al., (2012) BSSA",no
-118.731347474,38.5956111972,SR-0564,1120,Wassuk Range,NV,North and South trenches,slip rate study,5-7 m vertical separation of fan that is trenched across; fan dated with trench exposure/radiocarbon dating at 9400 +/- 100 calyBP,0.64,0.53,0.75,unknown,unprojected,reinterpreted (low = 5m/9.5 ka; high = 7m/9.3 ka; pref = 6m (average)/9.4 ka),vertical separation of alluvial fan at trench site,radiocarbon (single age),2 (event ages not used in slip rate calculation,9.4 +/- 0.1,0.2,1,50,-90,0.7,"Bormann et al., (2012) BSSA",no
-119.451913525,40.7679957731,SR-0565,1122,Western Granite Range,NV,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,50,-90,0.26,QFFD,no
-118.242906812,40.3496015413,SR-0566,1123,Western Humboldt Range,NV,approx centroid,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,50,-90,0.13,dePolo (1998) thesis,no
-117.222351539,39.2493949345,SR-0567,1125,Western Toiyabe Range,NV,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,50,-90,0.07,QFFD,no
-118.06640126,39.3566865224,SR-0568,1126,West Gate,NV,approx centroid,dePolo empirically-derived slip rate,unknown,0.1,0,0.2,unknown,unprojected (vertical),reported,unknown,relative,unlisted,unlisted,0,0.2,50,-90,0.13,dePolo (1998) thesis,no
-115.915273073,36.250409971,SR-0569,1127,West Spring Mountains,NV,dePolo and Anderson location,dePolo and Anderson calibration rate,unknown,0.07,0.02,0.14,unknown,unprojected (vertical),reported,unknown,unknown,unknown,130,0,0.2,50,-90,0.06,dePolo and Anderson (2000) Basin Research,no
-114.953491734,38.901410535,SR-0570,1128,White River Valley,NV,dePolo and Anderson location,dePolo and Anderson calibration rate,unknown,0.02,0.02,0.05,unknown,unprojected (vertical),reported,unknown,unknown,unknown,20,0,0.2,50,-90,0.06,dePolo and Anderson (2000),no
-114.50498455,32.4795867653,SR-0571,2000,Algodones,AZ,Upper Mesa,slip rate study,7-15 m high scarps on Upper Mesa deposits (est. 50-100 ka),0.15,0.07,0.3,unknown,unprojected (vertical),reinterpreted (low = 7m/100ka; high = 15m/50 ka; pref = 11m/75 ka-average),scarp heights,relative,multiple,50-100,0.2,1,50,-90,0.2,Woodward-McNeil and Associates (1974); QFFD archive report for Algodones fault zone,no
-113.046742038,35.5368534201,SR-0572,2001,Aubrey,AZ,approximate T-3,slip rate study,2 m (6ft) offset in two surface ruptures c. 100-200 ka,0.015,0.01,0.02,unknown,unprojected (vertical),reinterpreted (low = 2m/200ka; high = 2m/100 ka; pref = 2m/150 ka),displacement of strata,relative soil profiles,2,100-200,0,0.2,50,-90,0.02,Euge et al (1992) ADOT report,no
-112.607676237,35.0395690092,SR-0573,2002,Big Chino - Little Chino,AZ,Approx t-3,slip rate study,25.5 feet (7.8 m) displacement since 80-100 ka exposed in their T3 (3 trenches dug),0.087,0.078,0.098,unknown,unprojected (vertical),reinterpreted (low = 7.8 m/100 ka; high = 7.8m/80 ka; pref = 7.8m/90 ka),trench strata displacement,relative,3,80-100,0,0.2,50,-90,0.11,Euge et al (1992) ADOT report,no
-113.449477945,36.9473427804,SR-0574,2003,Dutchman Draw,AZ,Joe Blake Hill,slip rate study,100 m vertical offset of East Mesa basalt (1.4 +/- 0.25 Ma),0.071,0.061,0.087,unknown,unprojected (vertical),reinterpreted (low = 100 m/1625 ka; high = 100 m/1275 ka; pref = 100m/1400ka),offset East Mesa basalt flow,absolute (K-Ar),unlisted,1400 +/- 250,0,0.2,50,-90,0.1,Billingsley 1992 (offset)--USGS OFR; Wenrich et al 1995 (age)--(JGR paper),no
-113.2415315,36.6607334936,SR-0575,2004,Hurricane (center),AZ,Moriah Knoll,slip rate study,Moriah Knoll basalt is offset 150-200 m (age = 0.85 +/- 0.06 Ma),0.21,0.16,0.25,unknown (7 % analytical uncertainty; 25-50 % displacement uncertainty),unprojected (vertical),reinterpreted (low = 150m/910 ka; high = 200m/790 ka; pref = 175m/850 ka),vertical displacement of Moriah Knoll basalt,absolute (Ar/Ar),unlisted,850 +/- 60,0,0.2,50,-90,0.26,Amoroso et al (2004) BSSA,no
-113.252361803,36.6138814214,SR-0576,2004,Hurricane (center),AZ,Boulder Fan,slip rate study,displacement in past 2 events (4.6m) averaged through age of surfaces (15-78 ka),0.1,0.06,0.31,unknown (15% analytical),unprojected (vertical),reported range (pref = 4.6m/46.5 ka),topo profiles alluvial fan at trench site + trench strata,radiocarbon,2,15-78,0,0.2,50,-90,0.26,Amoroso et al (2004) BSSA,no
-113.22052992,36.2107311059,SR-0577,2005,Hurricane (south),AZ,northern southern piedmont (approx),slip rate study,7 m displacement in 74 +/- 16 ka alluvium dated by 3He,0.094,0.078,0.12,unknown (1 sigma in age),unprojected (vertical),reported,alluvial fan,3He (average),unlisted,74 +/- 16,0,0.2,50,-90,0.11,"Fenton et al., (2001) Geology",no
-113.218905867,36.2044583227,SR-0578,2005,Hurricane (south),AZ,central alluvial fan of southern piedmont (approx),slip rate study,3 m displacement in alluvial fan dated at 29 +/- 9 ka (3He),0.1,0.079,0.15,unknown (1 sigma in age),unprojected (vertical),reported,alluvial fan,3He (average),unlisted,29 +/- 9,0,0.2,50,-90,0.11,"Fenton et al., (2001) Geology",no
-113.211929673,36.1547575699,SR-0579,2005,Hurricane (south),AZ,approx Whitmore Dam alluvium,slip rate study,4 m tall scarp measured using laser range finder and far field slope with 3He age,0.078,0.067,0.095,unknown (1 sigma on age),unprojected (vertical),reported,scarp height in alluvium,3He (average),unlisted,51 +/- 9,0,0.2,50,-90,0.11,"Fenton et al., (2001) Geology",no
-113.071087965,36.1617016954,SR-0580,2006,Sevier - Toroweap,AZ,Prospect Cone,slip rate study,7 m displacement of 37 +/- 3 Ma cone,0.19,0.18,0.21,unknown (1 sigma in age),unprojected (vertical),reported,cone,3He (average),unlisted,37 +/- 3,0,0.2,50,-90,0.05,"Fenton et al., (2001) Geology.",no
-113.074806818,36.2392957969,SR-0581,2006,Sevier - Toroweap,AZ,Vulcan's Throne North (site 11),slip rate study,14 m of displacement dated at 208 +/- 14 ka with 3He and 201 +/- 34 ka with TL,0.072,0.06,0.084,unknown (1sigma for 3He),unprojected (vertical),reported,offset basalt flow north of Vulcan's Throne,3He and TL,unlisted,208 +/- 14,0,0.2,50,-90,0.05,"Fenton et al., (2001) Geology",no
-106.159354646,39.6821108725,SR-0582,2100,Gore Range,CO,South Rock Creek,slip rate study,1-2 m measured surface offsets in surfaces older than 8.7-13.4 ka (minimum age) yields rate order of magnitude faster than relative age estimates of displacements in Bull Lake age deposits,0.14,0.075,0.23,unknown (1 sigma in ages),unprojected (vertical),reinterpreted (low = 1 m / 13.54 ka; high = 2 m/8.7 ka; pref = 1.5m/11.05 ka (average)),surface offsets,CRN,1,8.7-13.4,0,0.2,50,-90,0.05,Derouin (2014) BoR STR,no
-105.510762997,37.7252922008,SR-0583,2101,"Sangre de Cristo (Crestone, Blanca, Zapata, San Luis)",CO,Morris Gulch,slip rate study,2 events in 15-35 ka with displacements of 1.7-2.3 m each,0.16,0.097,0.31,unknown,unprojected (vertical,reinterpreted (low = 3.4 m/35 ka; high = 4.6 m/15 ka; pref (average) 4m/25ka),scarp height,radiocarbon + relative correlations,2,15-35,0,0.2,50,-90,0.23,McCalpin (2006) Great Sand Dunes report,no
-105.352775357,37.2514158852,SR-0584,2101,"Sangre de Cristo (Crestone, Blanca, Zapata, San Luis)",CO,Rito Seco,slip rate study,6.2 m tall scarp heights in Holocene alluuvium (4.9-4.7 ka),1.32,1.27,1.38,unknown (1sigma on ages),unprojected (vertical),reinterpreted (low = 6.2 m/4.9 ka; high = 6.2m/4.5 ka; preg = 6.2m/4.7 (average)),scarp heights,radiocarbon from Native American fire pits,3-Feb,4.5-4.9,0,0.2,50,-90,0.23,Kirkham and Rodgers (1981) initial report to CGS,no
-105.804854179,38.1602818543,SR-0585,2101,"Sangre de Cristo (Crestone, Blanca, Zapata, San Luis)",CO,Major Creek,slip rate study,two events observed in trench between 8-13 ka with total 3.8 m displacement,0.36,0.29,0.48,unknown (1sigma on ages),unprojected (vertical),reinterpreted (low = 3.8 m/13 ka; high = 3.8 m/ 8ka; pref = 3.8 m/10.5ka average),vertical offset of trench strata,radiocarbon,2,8-13,0,0.2,50,-90,0.23,McCalpin (1982) Colorado School of Mines  Quarterly,no
-105.662999884,37.9629792272,SR-0586,2101,"Sangre de Cristo (Crestone, Blanca, Zapata, San Luis)",CO,Willow Creek,slip rate study,3 events observed in trenches coupled with scarp profiles yields 5.3 m total surface offset in Bull Lake alluvium (80-140 kyr),0.048,0.038,0.066,unknown,unprojected (vertical),reinterpreted (low = 5.3 m/140 ka; high = 5.3 m/80 ka; pref = 5.3 m/110ka),surface offsets,relative,3,80-140,0,0.2,50,-90,0.23,McCalpin (1982) CSM Quarterly,no
-105.895604158,38.2959810298,SR-0587,2101,"Sangre de Cristo (Crestone, Blanca, Zapata, San Luis)",CO,Carr Gulch,slip rate study,reinterpreted from trench observations--4.5 m surface offset in 3 events spanning 27.4 to 8.0 ka),0.16,0.15,0.18,unknown (1sigma on OSL ages),unprojected (vertical),reinterpreted (low = 4.5m/29.1 ka; high = 4.5 m/25.7 ka; pref = 4.5 m /27.4 ka),trench deposits in Pinedale alluvium,OSL,3,27.4 +/-1.7,0,0.2,50,-90,0.23,McCalpin (2006) FTR,no
-105.353622202,37.1400888128,SR-0588,2194,Sangre de Cristo (San Luis),CO,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,50,-90,0.23,QFFD,no
-106.208222371,38.8113974231,SR-0589,2102,Sawatch (south),CO,Cottonwood Creek,slip rate study,6 events observed in paleoseismic trench since 100-150 ka with 4.25-4.75 m total vertical displacement,0.036,0.028,0.048,unknown,unprojected (vertical),reinterpreted (low = 4.25 m/150 ka; high = 4.75 m/100 ka; pref = 4.5 m/125 ka (averages)),colluvial wedge thickness/trench layer offset,relative,6,100-150,0,0.2,50,-90,0.08,"Ostenaa et al., (1981) CGS Special Pub 19",no
-106.182110691,38.7072979764,SR-0590,2102,Sawatch (south),CO,Eddy,slip rate study,reinterpreted rate from 6-event paleo eq record with 4.3-6.75 m of vertical displacement in 100-150 kyr,0.044,0.029,0.068,unknown,unprojected (vertical),reinterpreted (low = 4.3 m/ 150 ka; high = 6.75 m/100 ka; pref = 5.25m/125 ka (averages)),colluvial wedge thickness/trench deposit offsets,relative,6,100-150,0,0.2,50,-90,0.08,"Ostenaa et al., (1981) CGS Special Pub 19",no
-106.159505593,39.8591165783,SR-0591,2103,Williams Fork Mountains,CO,Lost Creek,slip rate study,2 m surface offset in late Pleistocene deposits (Pinedale) 12-35 ka,0.085,0.057,0.17,unknown,unprojected (vertical),reinterpreted (low = 2 m/35 ka; high = 2 m/12 ka; pref = 2 m/23.5 ka (average),surface height,relative (soil pit),unlisted,12-35,0,0.2,50,-90,0.13,Kirkham (2004) FTR,no
-106.17711674,39.8753161053,SR-0592,2103,Williams Fork Mountains,CO,Middle Mule Creek,slip rate study,surface offset of 4.3 m in Pinedale unit (assumed 12-35 ka),0.18,0.12,0.36,unknown,unprojected (vertical),reported range (pref = 4.3 m/23.5 ka (average),surface offset,relative (soil pit),unlisted,12-35,0,0.2,50,-90,0.13,Kirkham (2004) FTR,no
-106.276782442,39.971483515,SR-0593,2103,Williams Fork Mountains,CO,Johnson Gulch,slip rate study,3.8 m of surface offset in early Pinedale glaciation (estimated 30-35 ka by soil pits),0.12,0.11,0.13,unknown,unprojected (vertical),reported range (pref = 3.8m/32.5 ka (average)),surface offset,relative (soil pit),unlisted,30-35,0,0.2,50,-90,0.13,Kirkham (2004) FTR,no
-103.432082792,38.2689759717,SR-0594,2180,Cheraw,CO,Crone,slip rate study,3.2-4.1 m offset in Rocky Flats Alluvium seen in trenching,0.16,0.12,0.21,unknown (1 sigma on dating),unprojected (vertical),reported,trench deposits (Rocky Flats Alluvium),thermoluminescence + radiocarbon,3 averaged to open interval,20-25,0,0.2,60,-90,0.17,"Crone et al., (1997) USGS Special Study",no
-113.182432766,44.6188472018,SR-0595,2219,Beaverhead (north),ID,Beaverhead centroid,slip rate study,2.4-3.5 m tall multi-event scarps in Pinedale deposits (25-30),0.11,0.08,0.14,unknown,unprojected (vertical),reinterpreted (low = 2.4/30 ka; high = 3.5 m/25 ka; pref (av) = 2.95 m/27.5 ka),scarp heights,relative,>1(?),25-30,0,0.2,50,-90,0.16,"Hemphill-Haley et al., (1992) INEL consulting report",no
-112.833906868,44.121153489,SR-0596,2218,Beaverhead (Blue Dome),ID,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,50,-90,0.16,QFFD,no
